zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
Ag,Cu,2,0,0,2,0,0,0,0,0,0,37,2,1,0,0,0,0,3,0,45,4,12,4,45,13,0,15,11,0,0
Ag,Zn,1,0,0,1,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,4,8,3,0,8,3,0,1,0,0,0
Ag,As,0,0,0,2,0,0,0,0,0,0,51,1,0,0,0,0,3,3,0,12,3,55,0,55,17,0,22,0,0,0
Ag,Se,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,12,12,2,0,2,3,0,0
Ag,Ag,3,0,0,7,1,0,0,0,0,0,159,8,1,0,0,1,8,17,0,45,8,55,12,204,70,0,69,34,0,0
Ag,Sb,0,0,0,1,0,0,0,0,0,0,66,0,0,0,0,0,6,5,0,13,3,17,2,70,70,0,38,7,0,0
Ag,Ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,Pb,2,0,0,3,1,0,0,0,0,0,63,3,1,0,0,0,5,2,0,15,1,22,2,69,38,0,69,23,0,0
Ag,Bi,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,11,0,0,3,34,7,0,23,34,0,0
Ag,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ag,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,H,32,0,0,32,0,4,2,5,2,0,10,3,2,5,2,0,2,6,2,5,3,9,0,0,32,0,4,0,0,0
Sb,B,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
Sb,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,O,32,2,0,92,1,6,6,8,8,0,20,8,2,16,3,1,17,19,3,6,5,14,0,1,92,0,14,1,0,0
Sb,F,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sb,Na,4,0,0,6,0,6,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0
Sb,Mg,2,1,0,6,0,0,6,1,1,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,6,0,0,0,0,0
Sb,Al,5,0,0,8,0,0,1,8,2,0,2,1,0,2,0,0,1,1,0,3,1,0,0,0,8,0,1,0,0,0
Sb,Si,2,0,0,8,0,0,1,2,8,0,0,0,0,1,0,0,6,2,0,0,1,1,0,0,8,0,0,0,0,0
Sb,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,S,10,0,0,20,0,2,0,2,0,0,183,6,2,2,0,2,12,15,7,44,4,45,1,66,183,0,90,12,0,0
Sb,Cl,3,0,0,8,0,0,0,1,0,0,6,11,0,1,0,0,0,0,0,3,0,1,0,0,11,0,8,0,0,0
Sb,K,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Sb,Ca,5,0,0,16,1,0,1,2,1,0,2,1,0,16,1,0,2,5,0,1,0,4,0,0,16,0,0,0,0,0
Sb,Ti,2,0,0,3,0,1,0,0,0,0,0,0,0,1,3,0,1,1,0,1,0,1,0,0,3,0,0,0,0,0
Sb,V,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,1,0,0,0,0,3,0,1,0,0,0
Sb,Mn,2,2,0,17,0,0,2,1,6,0,12,0,0,2,1,0,29,4,0,1,1,7,0,6,29,0,8,0,0,0
Sb,Fe,6,0,0,19,0,0,2,1,2,0,15,0,0,5,1,0,4,34,1,4,1,3,1,5,34,0,7,1,0,0
Sb,Ni,2,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,1,14,3,0,1,0,0,14,0,1,1,0,0
Sb,Cu,5,0,0,6,0,1,0,3,0,0,44,3,0,1,1,1,1,4,3,59,4,6,10,13,59,0,15,1,0,0
Sb,Zn,3,0,0,5,0,0,1,1,1,0,4,0,0,0,0,0,1,1,0,4,10,1,1,3,10,0,1,0,0,0
Sb,As,9,0,0,14,0,1,0,0,1,0,45,1,1,4,1,0,7,3,1,6,1,61,0,17,61,0,29,1,0,0
Sb,Se,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,1,0,13,2,13,0,0,0,0,0
Sb,Ag,0,0,0,1,0,0,0,0,0,0,66,0,0,0,0,0,6,5,0,13,3,17,2,70,70,0,38,7,0,0
Sb,Sb,32,2,0,92,1,6,6,8,8,0,183,11,2,16,3,3,29,34,14,59,10,61,13,70,299,0,98,13,0,0
Sb,Ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,Pb,4,0,0,14,0,0,0,1,0,0,90,8,0,0,0,1,8,7,1,15,1,29,0,38,98,0,98,7,0,0
Sb,Bi,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,1,0,1,0,7,13,0,7,13,0,0
Sb,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sb,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,H,136,4,14,136,16,44,11,34,76,32,5,9,8,19,36,11,21,32,0,1,2,9,1,0,0,136,2,0,13,13
Ba,B,4,14,0,14,3,4,0,0,14,1,0,3,1,5,4,1,1,1,0,0,0,0,0,0,0,14,0,0,0,2
Ba,C,14,0,32,32,13,11,2,5,8,3,1,3,0,10,1,1,0,3,0,0,0,0,0,0,0,32,0,0,0,12
Ba,O,136,14,32,235,42,63,18,40,133,46,10,17,10,38,60,21,28,48,0,4,3,11,1,0,0,235,2,0,13,25
Ba,F,16,3,13,42,46,19,5,8,24,14,1,3,1,12,14,3,3,7,0,0,1,1,0,0,0,46,0,0,0,13
Ba,Na,44,4,11,63,19,64,4,7,43,12,2,2,8,9,36,0,8,14,0,0,2,0,0,0,0,64,0,0,0,17
Ba,Mg,11,0,2,18,5,4,19,6,7,5,0,0,2,3,4,0,1,3,0,0,0,0,0,0,0,19,0,0,0,1
Ba,Al,34,0,5,40,8,7,6,42,22,12,2,3,1,8,1,1,1,6,0,0,0,3,0,0,0,42,0,0,0,0
Ba,Si,76,14,8,133,24,43,7,22,133,10,6,13,10,23,51,9,18,29,0,3,3,0,0,0,0,133,1,0,1,11
Ba,P,32,1,3,46,14,12,5,12,10,46,0,2,0,12,5,3,5,8,0,0,0,0,0,0,0,46,0,0,3,2
Ba,S,5,0,1,10,1,2,0,2,6,0,12,1,0,4,1,0,1,3,0,1,0,1,0,0,0,12,0,0,0,1
Ba,Cl,9,3,3,17,3,2,0,3,13,2,1,18,0,3,3,1,3,5,0,0,0,1,0,0,0,18,1,0,0,2
Ba,K,8,1,0,10,1,8,2,1,10,0,0,0,10,1,8,0,3,2,0,0,0,0,0,0,0,10,0,0,0,1
Ba,Ca,19,5,10,38,12,9,3,8,23,12,4,3,1,39,5,2,4,7,0,0,0,1,0,0,0,39,1,0,1,2
Ba,Ti,36,4,1,60,14,36,4,1,51,5,1,3,8,5,60,3,8,18,0,0,2,1,0,0,0,60,0,0,0,7
Ba,V,11,1,1,21,3,0,0,1,9,3,0,1,0,2,3,21,2,2,0,1,0,1,0,0,0,21,0,0,1,0
Ba,Mn,21,1,0,28,3,8,1,1,18,5,1,3,3,4,8,2,28,6,0,0,0,1,0,0,0,28,1,0,0,1
Ba,Fe,32,1,3,48,7,14,3,6,29,8,3,5,2,7,18,2,6,49,0,0,0,3,0,0,0,49,2,0,1,4
Ba,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,Cu,1,0,0,4,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0,0
Ba,Zn,2,0,0,3,1,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,0,0,2
Ba,As,9,0,0,11,1,0,0,3,0,0,1,1,0,1,1,1,1,3,0,0,0,11,0,0,0,11,0,0,2,0
Ba,Se,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
Ba,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,Ba,136,14,32,235,46,64,19,42,133,46,12,18,10,39,60,21,28,49,0,5,3,11,1,0,0,241,2,0,13,25
Ba,Pb,2,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,2,2,0,1,0
Ba,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ba,U,13,0,0,13,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,13,1,0,13,0
Ba,REE,13,2,12,25,13,17,1,0,11,2,1,2,1,2,7,0,1,4,0,0,2,0,0,0,0,25,0,0,0,25
Pb,H,233,5,29,232,6,3,7,27,33,27,55,40,3,13,1,14,19,36,1,60,26,48,10,2,4,2,233,4,28,4
Pb,B,5,6,3,6,2,0,2,0,3,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0
Pb,C,29,3,36,36,1,2,4,4,8,0,8,7,0,1,0,0,2,1,0,5,0,0,0,0,0,0,36,0,1,4
Pb,O,232,6,36,363,13,6,7,29,50,33,77,84,6,23,5,23,31,54,1,71,34,62,18,3,14,2,363,5,32,5
Pb,F,6,2,1,13,19,0,1,4,2,2,3,8,0,4,0,0,0,0,0,0,0,0,0,1,0,0,19,0,0,0
Pb,Na,3,0,2,6,0,6,0,1,0,1,1,2,0,2,0,0,0,1,0,1,0,2,0,0,0,0,6,0,0,0
Pb,Mg,7,2,4,7,1,0,7,0,4,0,1,2,0,1,0,0,2,1,0,0,0,1,0,0,0,0,7,0,0,0
Pb,Al,27,0,4,29,4,1,0,31,12,5,8,4,0,8,0,1,2,5,0,5,0,4,0,0,1,0,31,0,1,0
Pb,Si,33,3,8,50,2,0,4,12,50,0,7,9,0,15,0,0,8,10,0,7,5,2,0,0,0,1,50,0,2,0
Pb,P,27,0,0,33,2,1,0,5,0,33,3,2,0,3,0,2,1,9,0,5,5,3,0,0,0,0,33,1,7,0
Pb,S,55,0,8,77,3,1,1,8,7,3,264,19,2,2,0,1,11,15,2,75,10,63,6,63,90,0,264,65,0,0
Pb,Cl,40,3,7,84,8,2,2,4,9,2,19,101,4,4,0,5,4,6,0,21,2,16,6,3,8,1,101,2,0,0
Pb,K,3,0,0,6,0,0,0,0,0,0,2,4,8,0,0,0,0,0,0,3,1,0,1,1,0,0,8,0,2,0
Pb,Ca,13,1,1,23,4,2,1,8,15,3,2,4,0,25,0,1,4,4,0,1,1,3,1,0,0,1,25,0,0,0
Pb,Ti,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,2,3,0,0,1,0,0,0,0,0,5,0,1,1
Pb,V,14,0,0,23,0,0,0,1,0,2,1,5,0,1,0,24,4,5,0,2,2,1,0,0,1,0,24,1,1,0
Pb,Mn,19,1,2,31,0,0,2,2,8,1,11,4,0,4,2,4,39,9,0,0,3,7,0,5,8,1,39,0,0,0
Pb,Fe,36,0,1,54,0,1,1,5,10,9,15,6,0,4,3,5,9,63,0,5,4,14,0,2,7,2,63,1,3,1
Pb,Ni,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,3,0,0,0
Pb,Cu,60,0,5,71,0,1,0,5,7,5,75,21,3,1,0,2,0,5,0,130,5,19,17,15,15,0,130,39,1,1
Pb,Zn,26,0,0,34,0,0,0,0,5,5,10,2,1,1,1,2,3,4,0,5,34,12,1,1,1,0,34,0,0,0
Pb,As,48,0,0,62,0,2,1,4,2,3,63,16,0,3,0,1,7,14,1,19,12,120,0,22,29,0,120,3,4,0
Pb,Se,10,0,0,18,0,0,0,0,0,0,6,6,1,1,0,0,0,0,0,17,1,0,29,2,0,0,29,10,2,0
Pb,Ag,2,0,0,3,1,0,0,0,0,0,63,3,1,0,0,0,5,2,0,15,1,22,2,69,38,0,69,23,0,0
Pb,Sb,4,0,0,14,0,0,0,1,0,0,90,8,0,0,0,1,8,7,1,15,1,29,0,38,98,0,98,7,0,0
Pb,Ba,2,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,2,2,0,1,0
Pb,Pb,233,6,36,363,19,6,7,31,50,33,264,101,8,25,5,24,39,63,3,130,34,120,29,69,98,2,588,79,32,5
Pb,Bi,4,0,0,5,0,0,0,0,0,1,65,2,0,0,0,1,0,1,0,39,0,3,10,23,7,0,79,79,2,0
Pb,U,28,0,1,32,0,0,0,1,2,7,0,0,2,0,1,1,0,3,0,1,0,4,2,0,0,1,32,2,32,0
Pb,REE,4,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,0,0,5
Bi,H,42,0,0,41,0,1,1,1,1,11,4,1,0,1,0,5,0,7,1,8,0,12,1,0,0,0,4,42,7,0
Bi,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,C,0,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Bi,O,41,0,3,83,3,5,1,1,3,12,11,5,1,3,0,8,0,10,2,12,0,18,2,0,1,0,5,83,7,0
Bi,F,0,0,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Bi,Na,1,0,0,5,1,5,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
Bi,Mg,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Bi,Al,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bi,Si,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
Bi,P,11,0,0,12,0,0,0,1,0,12,0,0,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,12,3,0
Bi,S,4,0,0,11,0,3,0,0,0,0,119,4,1,0,0,0,1,4,6,44,0,3,2,30,12,0,65,119,0,0
Bi,Cl,1,0,0,5,0,1,0,0,0,0,4,9,1,0,0,0,0,1,0,2,0,0,1,0,0,0,2,9,0,0
Bi,K,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Bi,Ca,1,0,2,3,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
Bi,Ti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,V,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,1,8,0,0
Bi,Mn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bi,Fe,7,0,0,10,0,0,1,0,1,3,4,1,1,0,0,0,0,13,0,4,0,4,0,0,1,0,1,13,0,0
Bi,Ni,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,1,0,3,0,0,1,0,0,9,0,0
Bi,Cu,8,0,0,12,0,1,0,0,0,2,44,2,1,1,0,2,0,4,1,63,0,3,12,11,1,0,39,63,0,0
Bi,Zn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,As,12,0,0,18,0,0,1,0,0,1,3,0,0,0,0,0,0,4,3,3,0,21,0,0,1,0,3,21,4,0
Bi,Se,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12,0,0,25,3,0,0,10,25,0,0
Bi,Ag,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,11,0,0,3,34,7,0,23,34,0,0
Bi,Sb,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,1,1,1,0,1,0,7,13,0,7,13,0,0
Bi,Ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,Pb,4,0,0,5,0,0,0,0,0,1,65,2,0,0,0,1,0,1,0,39,0,3,10,23,7,0,79,79,2,0
Bi,Bi,42,0,3,83,4,5,1,1,3,12,119,9,1,3,0,8,1,13,9,63,0,21,25,34,13,0,79,234,7,0
Bi,U,7,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,7,7,0
Bi,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,272,0,41,272,8,33,24,21,20,51,61,2,27,54,2,16,4,13,4,18,4,36,8,0,0,13,28,7,272,12
U,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,C,41,0,44,44,2,7,8,1,2,0,2,0,4,25,0,0,0,0,0,4,1,0,0,0,0,0,1,0,44,7
U,O,272,0,44,296,8,34,24,21,22,52,61,2,29,58,8,16,4,20,4,18,4,36,8,0,0,13,32,7,296,13
U,F,8,0,2,8,8,1,2,5,0,1,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0
U,Na,33,0,7,34,1,34,2,1,1,2,21,1,3,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,34,0
U,Mg,24,0,8,24,2,2,24,1,2,2,6,0,1,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,24,1
U,Al,21,0,1,21,5,1,1,21,0,13,4,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,1,0,21,1
U,Si,20,0,2,22,0,1,2,0,22,0,0,0,3,7,0,0,0,0,0,1,0,0,0,0,0,1,2,0,22,3
U,P,51,0,0,52,1,2,2,13,0,52,2,0,3,8,0,0,2,5,0,3,0,2,0,0,0,3,7,3,52,2
U,S,61,0,2,61,3,21,6,4,0,2,61,1,9,2,0,2,2,6,1,2,2,0,0,0,0,0,0,0,61,2
U,Cl,2,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
U,K,27,0,4,29,0,3,1,0,3,3,9,0,29,7,0,3,1,1,0,0,0,2,0,0,0,0,2,0,29,0
U,Ca,54,0,25,58,2,4,5,0,7,8,2,0,7,58,1,3,0,2,0,3,1,3,1,0,0,1,0,0,58,2
U,Ti,2,0,0,8,0,0,0,0,0,0,0,0,0,1,8,0,0,4,0,0,0,0,0,0,0,0,1,0,8,1
U,V,16,0,0,16,0,1,0,2,0,0,2,0,3,3,0,16,0,0,0,1,0,0,0,0,0,1,1,0,16,0
U,Mn,4,0,0,4,0,0,0,0,0,2,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
U,Fe,13,0,0,20,0,1,0,1,0,5,6,0,1,2,4,0,0,20,0,0,0,2,0,0,0,1,3,0,20,1
U,Ni,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0
U,Cu,18,0,4,18,0,0,1,0,1,3,2,0,0,3,0,1,0,0,0,18,0,2,3,0,0,0,1,0,18,1
U,Zn,4,0,1,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0
U,As,36,0,0,36,2,1,4,3,0,2,0,0,2,3,0,0,0,2,3,2,1,36,0,0,0,2,4,4,36,0
U,Se,8,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,1,2,0,8,0
U,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,Ba,13,0,0,13,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,13,1,0,13,0
U,Pb,28,0,1,32,0,0,0,1,2,7,0,0,2,0,1,1,0,3,0,1,0,4,2,0,0,1,32,2,32,0
U,Bi,7,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,7,7,0
U,U,272,0,44,296,8,34,24,21,22,52,61,2,29,58,8,16,4,20,4,18,4,36,8,0,0,13,32,7,296,13
U,REE,12,0,7,13,0,0,1,1,3,2,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,13,13
REE,H,198,7,60,198,18,41,16,60,101,24,12,3,4,75,17,4,19,35,0,11,1,14,0,0,0,13,4,0,12,198
REE,B,7,20,1,20,6,1,1,7,17,2,0,0,0,12,1,0,2,6,0,0,0,2,0,0,0,2,0,0,0,20
REE,C,60,1,96,96,25,31,2,5,16,5,6,3,1,24,3,0,4,2,0,4,0,0,0,0,0,12,4,0,7,96
REE,O,198,20,96,370,69,82,23,70,179,44,14,5,9,110,47,8,31,61,0,13,5,21,0,0,0,25,5,0,13,370
REE,F,18,6,25,69,75,28,7,12,34,7,5,3,1,31,9,0,4,4,0,0,2,1,0,0,0,13,0,0,0,75
REE,Na,41,1,31,82,28,84,1,1,48,13,5,3,5,22,18,0,8,8,0,1,4,0,0,0,0,17,0,0,0,84
REE,Mg,16,1,2,23,7,1,23,10,18,2,0,1,0,14,3,0,2,3,0,0,0,1,0,0,0,1,0,0,1,23
REE,Al,60,7,5,70,12,1,10,70,52,6,5,0,0,42,2,3,13,21,0,0,0,3,0,0,0,0,0,0,1,70
REE,Si,101,17,16,179,34,48,18,52,179,7,1,1,8,79,32,4,27,49,0,1,4,4,0,0,0,11,0,0,3,179
REE,P,24,2,5,44,7,13,2,6,7,44,1,1,0,8,1,0,2,4,0,3,0,0,0,0,0,2,0,0,2,44
REE,S,12,0,6,14,5,5,0,5,1,1,14,2,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,14
REE,Cl,3,0,3,5,3,3,1,0,1,1,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5
REE,K,4,0,1,9,1,5,0,0,8,0,0,0,9,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
REE,Ca,75,12,24,110,31,22,14,42,79,8,4,1,5,112,9,1,8,26,0,2,0,5,0,0,0,2,0,0,2,112
REE,Ti,17,1,3,47,9,18,3,2,32,1,0,0,3,9,47,0,2,16,0,0,2,0,0,0,0,7,1,0,1,47
REE,V,4,0,0,8,0,0,0,3,4,0,0,0,0,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,8
REE,Mn,19,2,4,31,4,8,2,13,27,2,0,0,0,8,2,1,31,9,0,1,0,4,0,0,0,1,0,0,0,31
REE,Fe,35,6,2,61,4,8,3,21,49,4,0,0,0,26,16,1,9,61,0,0,0,3,0,0,0,4,1,0,1,61
REE,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Cu,11,0,4,13,0,1,0,0,1,3,1,1,0,2,0,0,1,0,0,13,0,4,0,0,0,0,1,0,1,13
REE,Zn,1,0,0,5,2,4,0,0,4,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,2,0,0,0,5
REE,As,14,2,0,21,1,0,1,3,4,0,0,0,0,5,0,0,4,3,0,4,0,21,0,0,0,0,0,0,0,21
REE,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Ba,13,2,12,25,13,17,1,0,11,2,1,2,1,2,7,0,1,4,0,0,2,0,0,0,0,25,0,0,0,25
REE,Pb,4,0,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,5,0,0,5
REE,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,U,12,0,7,13,0,0,1,1,3,2,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,13,13
REE,REE,198,20,96,370,75,84,23,70,179,44,14,5,9,112,47,8,31,61,0,13,5,21,0,0,0,25,5,0,13,377
